"OBJECTID","LocationID","Species","Run","UseType","HUC10","HUC12","CA_POPID","Count"
5013,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010801",65,18
5014,NA,"Steelhead","Summer","Unknown","1707020206","170702020604",67,17
5015,NA,"Steelhead","Summer","Spawning and rearing","1707020206","170702020606",67,4
5016,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010205",68,1
5016,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010206",68,26
5017,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010205",68,17
5018,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010302",68,2
5019,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010302",68,3
5020,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010205",68,7
5021,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010205",68,2
5022,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010205",68,3
5023,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010205",68,2
5024,NA,"Steelhead","Summer","Spawning and rearing","1707020410","170702041002",64,13
5025,NA,"Steelhead","Summer","Rearing and migration","1707020413","170702041303",64,8
5026,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010503",65,3
5027,NA,"Steelhead","Summer","Spawning and rearing","1707020110","170702011007",65,2
5028,NA,"Steelhead","Summer","Spawning and rearing","1707020301","170702030105",66,5
5029,NA,"Steelhead","Summer","Unknown","1707020303","170702030302",66,2
5030,NA,"Steelhead","Summer","Spawning and rearing","1707020301","170702030105",66,10
5031,NA,"Steelhead","Summer","Spawning and rearing","1707020301","170702030105",66,23
5032,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030201",66,12
5033,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030201",66,7
5034,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030202",66,3
5035,NA,"Steelhead","Summer","Unknown","1707020302","170702030202",66,2
5036,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030202",66,8
5037,NA,"Steelhead","Summer","Spawning and rearing","1707020404","170702040402",64,4
5038,NA,"Steelhead","Summer","Spawning and rearing","1707020110","170702011003",65,17
5039,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010205",68,1
5040,NA,"Steelhead","Summer","Migration only","1707010511","170701051105",310,2
5040,NA,"Steelhead","Summer","Migration only","1707010511","170701051103",310,1
5041,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050506",310,11
5042,NA,"Steelhead","Summer","Spawning and rearing","1707010507","170701050702",310,35
5042,NA,"Steelhead","Summer","Spawning and rearing","1707010507","170701050703",310,19
5043,NA,"Steelhead","Summer","Rearing and migration","1707010507","170701050703",310,3
5043,NA,"Steelhead","Summer","Rearing and migration","1707010511","170701051105",310,2
5044,NA,"Steelhead","Summer","Spawning and rearing","1707010507","170701050701",310,15
5045,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050506",310,13
5046,NA,"Steelhead","Summer","Migration only","1707010511","170701051106",310,2
5047,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050504",310,3
5048,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050504",310,2
5048,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050505",310,43
5049,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050602",310,45
5050,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050506",310,3
5051,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050506",310,1
5052,NA,"Steelhead","Summer","Spawning and rearing","1707010511","170701051106",310,2
5053,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050505",310,4
5054,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050601",310,42
5054,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050603",310,26
5055,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050505",310,12
5056,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050602",310,1
5057,NA,"Steelhead","Summer","Spawning and rearing","1707010501","170701050102",64,16
5058,NA,"Steelhead","Summer","Migration only","1707010511","170701051105",310,1
5058,NA,"Steelhead","Summer","Migration only","1707010511","170701051106",310,66
5058,NA,"Steelhead","Summer","Migration only","1707010512","170701051204",313,42
5059,NA,"Steelhead","Summer","Spawning and rearing","1707010501","170701050102",64,6
5060,NA,"Steelhead","Summer","Spawning and rearing","1707010512","170701051203",313,3
5060,NA,"Steelhead","Summer","Spawning and rearing","1707010512","170701051204",313,2
5061,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050603",310,15
5062,NA,"Steelhead","Summer","Migration only","1707010512","170701051204",313,2
5063,NA,"Steelhead","Summer","Migration only","1707010512","170701051204",313,4
5064,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050602",310,2
5065,NA,"Steelhead","Summer","Spawning and rearing","1707010512","170701051201",313,20
5065,NA,"Steelhead","Summer","Spawning and rearing","1707010512","170701051204",313,2
5066,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050601",310,7
5067,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050601",310,11
5068,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050601",310,20
5069,NA,"Steelhead","Summer","Spawning and rearing","1707010511","170701051106",310,2
5070,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050601",310,4
5071,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050504",310,3
5072,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050602",310,3
5073,NA,"Steelhead","Summer","Migration only","1707010511","170701051106",310,2
5074,NA,"Steelhead","Summer","Spawning and rearing","1707010511","170701051103",310,2
5075,NA,"Steelhead","Summer","Migration only","1707010501","170701050103",64,2
5076,NA,"Steelhead","Summer","Spawning and rearing","1707010501","170701050101",64,11
5077,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050506",310,25
5078,NA,"Steelhead","Summer","Spawning and rearing","1708000105","170800010506",304,29
5079,NA,"Steelhead","Summer","Spawning and rearing","1708000105","170800010505",304,39
5079,NA,"Steelhead","Summer","Spawning and rearing","1708000105","170800010506",304,1
5080,NA,"Steelhead","Summer","Spawning and rearing","1708000104","170800010402",304,5
5081,NA,"Steelhead","Summer","Spawning and rearing","1708000104","170800010401",304,13
5082,NA,"Steelhead","Summer","Spawning and rearing","1708000104","170800010401",304,8
5083,NA,"Steelhead","Summer","Spawning and rearing","1708000104","170800010401",304,5
5084,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010303",304,2
5085,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,25
5086,NA,"Steelhead","Summer","Spawning and rearing","1708000104","170800010401",304,15
5087,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010801",312,3
5088,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010801",312,4
5089,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,10
5090,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010303",304,4
5091,NA,"Steelhead","Summer","Spawning and rearing","1708000104","170800010401",304,7
5092,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010202",304,49
5093,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010303",304,5
5094,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010303",304,2
5095,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010102",304,22
5096,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010202",304,9
5097,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010201",304,32
5098,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010303",304,1
5099,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010202",304,22
5100,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,17
5101,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010201",304,5
5102,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,15
5103,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010202",304,3
5104,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010202",304,5
5105,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010201",304,2
5106,NA,"Steelhead","Summer","Migration only","1707010501","170701050103",64,1
5106,NA,"Steelhead","Summer","Migration only","1707030612","170703061205",59,1
5107,NA,"Steelhead","Summer","Migration only","1707010501","170701050103",64,64
5107,NA,"Steelhead","Summer","Migration only","1707010504","170701050401",60,50
5107,NA,"Steelhead","Summer","Migration only","1707010504","170701050406",60,55
5107,NA,"Steelhead","Summer","Migration only","1707010511","170701051105",310,50
5108,NA,"Steelhead","Summer","Spawning and rearing","1707010512","170701051201",313,2
5109,NA,"Steelhead","Summer","Spawning and rearing","1707010511","170701051106",310,2
5110,NA,"Steelhead","Summer","Migration only","1707010512","170701051204",313,1
5110,NA,"Steelhead","Summer","Migration only","1708000108","170800010801",312,16
5110,NA,"Steelhead","Summer","Migration only","1708000108","170800010802",312,25
5110,NA,"Steelhead","Summer","Migration only","1708000108","170800010803",312,22
5110,NA,"Steelhead","Summer","Migration only","1708000108","170800010804",312,52
5111,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,12
5111,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010102",304,15
5111,NA,"Steelhead","Summer","Spawning and rearing","1708000104","170800010401",304,30
5112,NA,"Steelhead","Summer","Migration only","1708000107","170800010703",304,58
5112,NA,"Steelhead","Summer","Migration only","1708000108","170800010804",312,6
5113,NA,"Steelhead","Summer","Spawning and rearing","1708000104","170800010402",304,5
5114,NA,"Steelhead","Summer","Migration only","1708000108","170800010801",312,1
5115,NA,"Steelhead","Summer","Migration only","1708000108","170800010801",312,1
5116,NA,"Steelhead","Summer","Migration only","1708000108","170800010801",312,1
5117,NA,"Steelhead","Summer","Migration only","1707010501","170701050103",64,1
5118,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050504",310,5
5119,NA,"Steelhead","Summer","Spawning and rearing","1707010512","170701051204",313,5
5120,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030503",70,2
5121,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030503",70,8
5122,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030502",70,4
5123,NA,"Steelhead","Summer","Unknown","1707010306","170701030601",70,7
5124,NA,"Steelhead","Summer","Unknown","1707010306","170701030601",70,6
5125,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030507",70,64
5125,NA,"Steelhead","Summer","Rearing and migration","1707010307","170701030703",70,73
5125,NA,"Steelhead","Summer","Rearing and migration","1707010307","170701030706",70,49
5125,NA,"Steelhead","Summer","Rearing and migration","1707010313","170701031306",70,96
5126,NA,"Steelhead","Summer","Spawning and rearing","1707010301","170701030106",70,23
5126,NA,"Steelhead","Summer","Spawning and rearing","1707010305","170701030502",70,27
5126,NA,"Steelhead","Summer","Spawning and rearing","1707010305","170701030504",70,28
5126,NA,"Steelhead","Summer","Spawning and rearing","1707010305","170701030507",70,21
5127,NA,"Steelhead","Summer","Rearing and migration","1707010306","170701030604",70,18
5128,NA,"Steelhead","Summer","Spawning and rearing","1707010306","170701030604",70,9
5129,NA,"Steelhead","Summer","Spawning and rearing","1707010306","170701030606",70,16
5130,NA,"Steelhead","Summer","Spawning and rearing","1707010306","170701030604",70,65
5131,NA,"Steelhead","Summer","Spawning and rearing","1707010306","170701030606",70,6
5132,NA,"Steelhead","Summer","Spawning and rearing","1707010306","170701030602",70,18
5133,NA,"Steelhead","Summer","Rearing and migration","1707010306","170701030602",70,12
5134,NA,"Steelhead","Summer","Spawning and rearing","1707010306","170701030606",70,77
5135,NA,"Steelhead","Summer","Spawning and rearing","1707010306","170701030603",70,6
5136,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030505",70,11
5136,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030506",70,7
5137,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030506",70,13
5138,NA,"Steelhead","Summer","Spawning and rearing","1707010306","170701030608",70,12
5139,NA,"Steelhead","Summer","Rearing and migration","1707010306","170701030608",70,16
5140,NA,"Steelhead","Summer","Rearing and migration","1707010306","170701030603",70,3
5141,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030506",70,1
5142,NA,"Steelhead","Summer","Rearing and migration","1707010302","170701030205",70,3
5143,NA,"Steelhead","Summer","Rearing and migration","1707010302","170701030201",70,4
5144,NA,"Steelhead","Summer","Spawning and rearing","1707010302","170701030201",70,1
5145,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030501",70,4
5146,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030507",70,1
5147,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030506",70,10
5148,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030506",70,9
5149,NA,"Steelhead","Summer","Rearing and migration","1707010303","170701030306",70,2
5150,NA,"Steelhead","Summer","Spawning and rearing","1707010303","170701030304",70,9
5150,NA,"Steelhead","Summer","Spawning and rearing","1707010303","170701030306",70,43
5151,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030501",70,3
5152,NA,"Steelhead","Summer","Rearing and migration","1707010305","170701030503",70,9
5153,NA,"Steelhead","Summer","Rearing and migration","1707010301","170701030104",70,1
5154,NA,"Steelhead","Summer","Rearing and migration","1707010306","170701030606",70,16
5155,NA,"Steelhead","Summer","Rearing and migration","1707010301","170701030104",70,5
5156,NA,"Steelhead","Summer","Rearing and migration","1707010301","170701030106",70,5
5157,NA,"Steelhead","Summer","Rearing and migration","1707010201","170701020102",71,5
